mmsi,reason,span_km,ping_count,name,type
265795740,stationary,0.011,10,La Goulue,pleasure
265796460,stationary,0.006,4,Bellatrix,other
265799760,stationary,0.004,4,Arcansas,pleasure
265805880,stationary,0.165,12,Kbv 418,other
265806840,stationary,0.003,4,Khaleesi,other
265812020,stationary,0.0,2,Kaisa Iii,other
265814740,stationary,0.0,2,Pilgrim,pleasure
265816350,stationary,0.007,8,MMSI 265816350,other
265818650,stationary,0.0,2,Njord,other
265818680,stationary,0.005,2,Lady Anna,pleasure
265820940,stationary,0.008,8,MMSI 265820940,other
265822160,stationary,0.002,2,Aurora,other
265826530,stationary,0.038,2,102 Specter,other
265826730,stationary,0.0,2,MMSI 265826730,other
265829020,stationary,0.02,424,Ringenas Skjutfaelt,other
265830940,stationary,0.012,8,MMSI 265830940,other
265831510,stationary,0.0,2,Ravi,other
265833530,stationary,0.113,18,Lailai,other
265833670,stationary,0.001,4,Terezia,other
265902200,stationary,0.029,936,Ab Ramantenn,other
265902290,stationary,0.012,46,Www.Ssbilbehor.Se,other
265902310,stationary,0.012,1216,Nautic Center Ab,other
265902450,stationary,0.007,100,Www.Vindomarin.Se,other
265959000,stationary,0.174,94,#Prov & Dem#,fishing
266037000,stationary,0.021,1030,Karlskronavarvet,other
266125000,stationary,0.002,2,MMSI 266125000,other
269057520,stationary,0.022,2,MMSI 269057520,other
269090000,stationary,0.0,2,Primo Loco,pleasure
269101150,stationary,0.003,8,Lifgun,pleasure
269122170,stationary,0.008,6,Puffin,other
269140000,stationary,0.008,14,Blue Box,other
270251000,stationary,0.0,2,MMSI 270251000,other
270253000,stationary,0.163,2,MMSI 270253000,other
270547000,stationary,0.0,2,MMSI 270547000,other
271052149,stationary,0.003,6,Delicay Xiv,tug
273000000,stationary,0.0,2,MMSI 273000000,pleasure
273213280,stationary,0.147,2,MMSI 273213280,other
273253530,stationary,0.012,18,Ratnik,other
273257770,stationary,0.001,4,MMSI 273257770,other
273271720,stationary,0.002,2,Bk-1 D33,other
273312080,stationary,0.142,14,MMSI 273312080,other
273334420,stationary,0.004,2,Alexandr Uvarov,other
273340290,stationary,0.01,6,MMSI 273340290,other
273341290,stationary,0.002,2,MMSI 273341290,other
273350450,stationary,0.003,2,MMSI 273350450,other
273372240,stationary,0.0,2,MMSI 273372240,other
273423390,stationary,0.006,12,Felicia,pleasure
273426650,stationary,0.003,2,MMSI 273426650,other
273432700,stationary,0.154,2,MMSI 273432700,other
273433750,stationary,0.005,4,MMSI 273433750,other
273448580,stationary,0.029,4,MMSI 273448580,other
273452640,stationary,0.002,2,Mrtk-0775,other
273456070,stationary,0.021,4,Vityaz,tug
273541450,stationary,0.089,2,Ivan Papanin,other
273611040,stationary,0.001,2,MMSI 273611040,other
273619740,stationary,0.001,2,MMSI 273619740,other
273837200,stationary,0.007,8,MMSI 273837200,other
275016000,stationary,0.123,2,MMSI 275016000,other
275026000,stationary,0.009,4,MMSI 275026000,other
275041152,stationary,0.006,14,MMSI 275041152,other
275041216,stationary,0.078,2,MMSI 275041216,other
275183000,stationary,0.0,2,MMSI 275183000,other
275231000,stationary,0.002,2,MMSI 275231000,other
275347000,stationary,0.002,2,Santa,other
275437000,stationary,0.003,2,MMSI 275437000,other
275441000,stationary,0.001,2,MMSI 275441000,other
275552000,stationary,0.001,2,MMSI 275552000,other
276007950,stationary,0.008,2,MMSI 276007950,other
276008120,stationary,0.0,2,Baltic Digger,dredger
276818000,stationary,0.001,6,MMSI 276818000,other
276822000,stationary,0.082,4,Piret,other
276823000,stationary,0.027,8,MMSI 276823000,other
276824000,stationary,0.002,2,MMSI 276824000,other
276827000,stationary,0.001,2,Kihnuvirve,other
277177440,stationary,0.001,4,Alibi,pleasure
277188130,stationary,0.081,2,Dia,other
277188620,stationary,0.003,4,Flora,other
277199060,stationary,0.001,2,Patria,other
277199640,stationary,0.005,2,Klaipeda,other
277201450,stationary,0.011,6,Titania,other
277217000,stationary,0.0,2,652,fishing
277370000,stationary,0.006,2,Gelme,other
277459000,stationary,0.001,2,MMSI 277459000,other
277587000,stationary,0.0,2,MMSI 277587000,other
277589001,stationary,0.001,2,Frc-Vilkas,other
308188000,stationary,0.045,42,MMSI 308188000,other
310459060,stationary,0.002,2,Arcadia Tender 11,other
310556010,stationary,0.037,2,MMSI 310556010,other
310624020,stationary,0.04,4,Qv Tender 11,other
311000200,stationary,0.0,2,Fluvius Plym,other
311000506,stationary,0.126,34,Nat Geo Islander 2,passenger
311000699,stationary,0.022,2,Seven Seas Voyager 8,other
311000879,stationary,0.001,2,Norwegian Encore,other
311001093,stationary,0.023,2,Silver Moon L/B N.6,other
311483000,stationary,0.011,4,Fpso Fluminense,tanker
312679000,stationary,0.016,78,Helene,other
312899000,stationary,0.01,6,Shaula,other
314729000,stationary,0.003,4,MMSI 314729000,other
316013080,stationary,0.051,20,Maersk Dispatcher,other
316013360,stationary,0.003,2,Maersk Detector,tug
316015986,stationary,0.003,8,Resourceful,other
319150000,stationary,0.003,2,MMSI 319150000,other
319253300,stationary,0.002,2,MMSI 319253300,other
319446000,stationary,0.001,2,MMSI 319446000,other
319741000,stationary,0.118,10,M.Y.Skat,other
319762000,stationary,0.13,18,MMSI 319762000,other
331000152,stationary,0.067,6,Kammani,other
331000249,stationary,0.0,2,Aarluk,other
331100042,stationary,0.02,2,MMSI 331100042,pleasure
331102000,stationary,0.002,2,MMSI 331102000,other
331114000,stationary,0.032,962,Polar Nuka Gr 3-33,other
331142001,stationary,0.011,2,Kaassassuk Mobbaad,other
331612000,stationary,0.001,8,Arfivik,other
331868000,stationary,0.072,16,Look No Prince,other
338406664,stationary,0.01,4,T/T Scout 2,other
338406684,stationary,0.03,16,T/T Scout 1,other
338924130,stationary,0.19,4,Usv Rampage Havoc10,other
339301440,stationary,0.004,14,Poseidons Wrath,other
352005023,stationary,0.008,10,V Cetus,cargo
352114000,stationary,0.003,2,Magnificat,other
353778000,stationary,0.01,4,MMSI 353778000,other
355117000,stationary,0.001,2,World Crest,other
355860000,stationary,0.007,8,Sakizaya Wisdom,cargo
372232000,stationary,0.009,2,Xxxxx,other
375528000,stationary,0.001,2,MMSI 375528000,other
376292000,stationary,0.001,2,MMSI 376292000,other
376613000,stationary,0.001,8,MMSI 376613000,other
377135000,stationary,0.021,38,Skate 3,other
377526000,stationary,0.0,2,MMSI 377526000,other
414873000,stationary,0.0,2,Pu An Tong,other
423528000,stationary,0.001,2,Laguna,other
440038912,stationary,0.004,2,MMSI 440038912,other
477201900,stationary,0.006,2,Zhen Hua 27,other
477907900,stationary,0.011,4,MMSI 477907900,other
533132807,stationary,0.028,2,Flying Fox,other
538005619,stationary,0.002,4,MMSI 538005619,other
538006775,stationary,0.009,2,Elandra Oak,other
538009428,stationary,0.021,4,Mont Fort,cargo
538009464,stationary,0.02,2,MMSI 538009464,other
538009519,stationary,0.008,6,Magic Pluto,other
538011299,stationary,0.003,4,Fjeld Svea,cargo
538071460,stationary,0.01,2,Kismet,pleasure
538071815,stationary,0.024,22,Sealife,other
538072318,stationary,0.008,10,MMSI 538072318,other
544111120,stationary,0.001,2,Omega 2,tanker
555555558,stationary,0.001,2,MMSI 555555558,other
563097200,stationary,0.011,2,MMSI 563097200,other
563246700,stationary,0.013,4,21 Panda,other
563248000,stationary,0.006,6,MMSI 563248000,other
563307000,stationary,0.002,2,Crimson Majesty,cargo
585910030,stationary,0.024,2,585910030,other
586706372,stationary,0.073,4,Maritana Boje1,other
636016580,stationary,0.008,2,MMSI 636016580,other
636017586,stationary,0.003,2,Helena Oldendorff,other
636018550,stationary,0.001,2,Clyde,other
678380000,stationary,0.009,14,Harald Blatand,pleasure
704643072,stationary,0.003,8,MMSI 704643072,other
771123521,stationary,0.002,2,MMSI 771123521,other
794066302,stationary,0.011,2,MMSI 794066302,other
799964632,stationary,0.009,2,MMSI 799964632,other
821938711,stationary,0.025,2,821938711,other
826501756,stationary,0.027,2,826501756,pleasure
826510897,stationary,0.007,2,MMSI 826510897,other
887211011,stationary,0.134,2,Sar Buoy 71 Se,other
887211038,stationary,0.021,2,MMSI 887211038,other
887211165,stationary,0.001,2,MMSI 887211165,other
887211182,stationary,0.058,2,Ge-Wtd71-Buoy_Ylvi,other
887211205,stationary,0.007,2,Ge-Wtd71-Buoy,other
887211414,stationary,0.193,6,Hm227B1 92%,other
887211890,stationary,0.003,2,Sar Buoy,other
887222146,stationary,0.032,2,Sar Buoy,other
887222152,stationary,0.004,2,Sar Buoy,other
887222155,stationary,0.006,2,Sar Buoy,other
887233229,stationary,0.065,2,Airdrop-V13-33229,other
918000122,stationary,0.041,2,Onwa33Nt 95%,other
918000141,stationary,0.002,2,Onwa33Nt 85%,other
941000228,stationary,0.002,2,Ll59Concord Driftnet,other
941000391,stationary,0.013,8,Ll59Concord Driftnet,other
941213088,stationary,0.033,2,2655 Bauja 2   12.0V,other
941221793,stationary,0.007,2,941221793,other
963108502,stationary,0.007,2,Britannia Port Frc,other
963108512,stationary,0.021,2,Britannia T12,other
963108514,stationary,0.009,2,Britannia T14,other
963108515,stationary,0.009,2,MMSI 963108515,other
963108516,stationary,0.008,2,Britannia T16,other
970010235,stationary,0.033,4,MMSI 970010235,other
970010331,stationary,0.0,2,MMSI 970010331,other
970010425,stationary,0.179,4,MMSI 970010425,other
970011023,stationary,0.058,2,MMSI 970011023,other
970011971,stationary,0.038,8,MMSI 970011971,other
970012133,stationary,0.0,2,MMSI 970012133,other
970012159,stationary,0.0,2,MMSI 970012159,other
970012521,stationary,0.0,2,MMSI 970012521,other
970012805,stationary,0.0,2,MMSI 970012805,other
970012850,stationary,0.0,2,MMSI 970012850,other
970013451,stationary,0.0,2,MMSI 970013451,other
970013589,stationary,0.019,2,MMSI 970013589,other
970013669,stationary,0.0,2,MMSI 970013669,other
970013704,stationary,0.0,2,MMSI 970013704,other
970013874,stationary,0.0,2,MMSI 970013874,other
970013921,stationary,0.0,2,MMSI 970013921,other
970013967,stationary,0.0,2,MMSI 970013967,other
970013982,stationary,0.01,2,MMSI 970013982,other
970014121,stationary,0.0,2,MMSI 970014121,other
970014295,stationary,0.006,2,Jfq1 91%,fishing
970014359,stationary,0.0,2,MMSI 970014359,other
970014362,stationary,0.0,2,MMSI 970014362,other
970014422,stationary,0.0,2,MMSI 970014422,other
970014430,stationary,0.0,2,MMSI 970014430,other
970014431,stationary,0.0,2,MMSI 970014431,other
970014524,stationary,0.0,2,MMSI 970014524,other
970014534,stationary,0.0,2,MMSI 970014534,other
970014535,stationary,0.0,2,MMSI 970014535,other
970014700,stationary,0.011,2,MMSI 970014700,other
970014712,stationary,0.0,2,MMSI 970014712,other
970014727,stationary,0.0,2,MMSI 970014727,other
970014946,stationary,0.0,2,MMSI 970014946,other
970015012,stationary,0.03,2,MMSI 970015012,other
970015027,stationary,0.0,2,MMSI 970015027,other
970015041,stationary,0.009,2,MMSI 970015041,other
970015083,stationary,0.0,2,MMSI 970015083,other
970015087,stationary,0.0,2,MMSI 970015087,other
970015125,stationary,0.0,2,MMSI 970015125,other
970015134,stationary,0.0,2,MMSI 970015134,other
970015177,stationary,0.14,6,MMSI 970015177,other
970015178,stationary,0.04,8,MMSI 970015178,other
970015207,stationary,0.013,2,MMSI 970015207,other
970015230,stationary,0.0,2,MMSI 970015230,other
970015231,stationary,0.157,6,MMSI 970015231,other
970015242,stationary,0.0,2,MMSI 970015242,other
970015246,stationary,0.0,2,MMSI 970015246,other
970015477,stationary,0.0,2,MMSI 970015477,other
970015506,stationary,0.0,2,MMSI 970015506,other
970015516,stationary,0.0,2,MMSI 970015516,other
970015848,stationary,0.0,2,MMSI 970015848,other
970015850,stationary,0.0,2,MMSI 970015850,other
970015863,stationary,0.0,2,MMSI 970015863,other
970015864,stationary,0.101,4,MMSI 970015864,other
970015865,stationary,0.088,4,MMSI 970015865,other
970015867,stationary,0.0,2,MMSI 970015867,other
970015891,stationary,0.009,2,MMSI 970015891,other
970015908,stationary,0.167,8,MMSI 970015908,other
970016013,stationary,0.0,2,MMSI 970016013,other
970016081,stationary,0.0,2,MMSI 970016081,other
970016258,stationary,0.021,2,MMSI 970016258,other
970016293,stationary,0.017,2,MMSI 970016293,other
970016372,stationary,0.0,2,MMSI 970016372,other
970016617,stationary,0.0,2,MMSI 970016617,other
970016664,stationary,0.0,2,MMSI 970016664,other
970016687,stationary,0.0,2,MMSI 970016687,other
970016789,stationary,0.0,2,MMSI 970016789,other
970016985,stationary,0.0,2,MMSI 970016985,other
970016987,stationary,0.145,4,MMSI 970016987,other
970016992,stationary,0.0,2,MMSI 970016992,other
970017135,stationary,0.0,2,MMSI 970017135,other
970017223,stationary,0.0,2,MMSI 970017223,other
970017225,stationary,0.013,2,MMSI 970017225,other
970017230,stationary,0.0,2,MMSI 970017230,other
970017264,stationary,0.0,2,MMSI 970017264,other
970017288,stationary,0.195,4,MMSI 970017288,other
970017387,stationary,0.0,2,MMSI 970017387,other
970017391,stationary,0.016,4,MMSI 970017391,other
970017406,stationary,0.142,4,MMSI 970017406,other
970017407,stationary,0.138,4,MMSI 970017407,other
970017408,stationary,0.107,4,MMSI 970017408,other
970017410,stationary,0.002,2,MMSI 970017410,other
970017411,stationary,0.128,4,MMSI 970017411,other
970017413,stationary,0.15,4,MMSI 970017413,other
970017417,stationary,0.0,2,MMSI 970017417,other
970017480,stationary,0.0,2,MMSI 970017480,other
970017529,stationary,0.0,2,MMSI 970017529,other
970017590,stationary,0.0,2,MMSI 970017590,other
970017638,stationary,0.012,2,MMSI 970017638,other
970017705,stationary,0.0,2,MMSI 970017705,other
970017749,stationary,0.0,2,MMSI 970017749,other
970017751,stationary,0.0,2,MMSI 970017751,other
970017787,stationary,0.0,2,MMSI 970017787,other
970017810,stationary,0.003,2,MMSI 970017810,other
970017841,stationary,0.0,2,MMSI 970017841,other
970017861,stationary,0.141,4,MMSI 970017861,other
970017862,stationary,0.113,4,MMSI 970017862,other
970017864,stationary,0.0,2,MMSI 970017864,other
970017881,stationary,0.0,2,MMSI 970017881,other
970017894,stationary,0.0,2,MMSI 970017894,other
970017898,stationary,0.0,2,MMSI 970017898,other
970017899,stationary,0.0,2,MMSI 970017899,other
970017904,stationary,0.0,2,MMSI 970017904,other
970017963,stationary,0.011,2,MMSI 970017963,other
970018022,stationary,0.006,2,MMSI 970018022,other
970018023,stationary,0.0,2,MMSI 970018023,other
970018093,stationary,0.0,2,MMSI 970018093,other
970018157,stationary,0.045,2,MMSI 970018157,other
970018194,stationary,0.0,2,MMSI 970018194,other
970018298,stationary,0.0,2,MMSI 970018298,other
970018307,stationary,0.0,2,MMSI 970018307,other
970018314,stationary,0.0,2,MMSI 970018314,other
970018320,stationary,0.069,2,MMSI 970018320,other
970018321,stationary,0.0,2,MMSI 970018321,other
970018326,stationary,0.0,2,MMSI 970018326,other
970018332,stationary,0.027,4,MMSI 970018332,other
970018339,stationary,0.01,2,MMSI 970018339,other
970018445,stationary,0.0,2,MMSI 970018445,other
970018517,stationary,0.104,2,MMSI 970018517,other
970018584,stationary,0.044,4,MMSI 970018584,other
970018604,stationary,0.068,4,MMSI 970018604,other
970018623,stationary,0.0,2,MMSI 970018623,other
970018665,stationary,0.0,2,MMSI 970018665,other
970018675,stationary,0.0,2,MMSI 970018675,other
970018760,stationary,0.029,2,MMSI 970018760,other
970018800,stationary,0.0,2,MMSI 970018800,other
970018801,stationary,0.0,2,MMSI 970018801,other
970018845,stationary,0.0,2,MMSI 970018845,other
970018874,stationary,0.0,2,MMSI 970018874,other
970019056,stationary,0.0,2,MMSI 970019056,other
970019087,stationary,0.0,2,MMSI 970019087,other
970019156,stationary,0.0,2,MMSI 970019156,other
970019169,stationary,0.0,2,MMSI 970019169,other
970019193,stationary,0.0,2,MMSI 970019193,other
970019242,stationary,0.011,2,MMSI 970019242,other
970019261,stationary,0.0,2,MMSI 970019261,other
970019262,stationary,0.011,4,MMSI 970019262,other
970019268,stationary,0.0,2,MMSI 970019268,other
970019270,stationary,0.0,2,MMSI 970019270,other
970019271,stationary,0.0,2,MMSI 970019271,other
970019273,stationary,0.018,2,MMSI 970019273,other
970019277,stationary,0.011,4,MMSI 970019277,other
970019278,stationary,0.0,2,MMSI 970019278,other
970019283,stationary,0.009,2,MMSI 970019283,other
970019284,stationary,0.016,2,MMSI 970019284,other
970019307,stationary,0.0,2,MMSI 970019307,other
970019309,stationary,0.0,2,MMSI 970019309,other
970019325,stationary,0.022,4,MMSI 970019325,other
970019334,stationary,0.031,2,MMSI 970019334,other
970019343,stationary,0.0,2,MMSI 970019343,other
970019365,stationary,0.0,2,MMSI 970019365,other
970019379,stationary,0.0,2,MMSI 970019379,other
970019411,stationary,0.159,6,MMSI 970019411,other
970019433,stationary,0.019,6,MMSI 970019433,other
970019453,stationary,0.096,4,MMSI 970019453,other
970019454,stationary,0.132,6,MMSI 970019454,other
970019461,stationary,0.0,2,MMSI 970019461,other
970019528,stationary,0.0,2,MMSI 970019528,other
970019534,stationary,0.0,2,MMSI 970019534,other
